category,score
interop-2021-transforms,961
interop-2022-scrolling,927
interop-2022-subgrid,670
interop-2023-color,479
interop-2023-contain,827
interop-2023-container,882
interop-2023-cssborderimage,906
interop-2023-cssmasking,969
interop-2023-events,746
interop-2023-flexbox,962
interop-2023-fonts,1000
interop-2023-forms,967
interop-2023-grid,880
interop-2023-has,239
interop-2023-inert,380
interop-2023-mathfunctions,782
interop-2023-mediaqueries,896
interop-2023-modules,684
interop-2023-motion,511
interop-2023-offscreencanvas,853
interop-2023-property,49
interop-2023-pseudos,315
interop-2023-url,802
interop-2023-webcodecs,14
interop-2023-webcompat,590
interop-2023-webcomponents,958
