category,score
interop-2023-events,816
interop-2023-property,1000
interop-2023-url,868
interop-2024-accessibility,912
interop-2024-dir,910
interop-2024-dsd,999
interop-2024-font-size-adjust,732
interop-2024-indexeddb,982
interop-2024-layout,737
interop-2024-nesting,667
interop-2024-popover,852
interop-2024-relative-color,197
interop-2024-scrollbar,383
interop-2024-starting-style-transition-behavior,637
interop-2024-text-wrap,590
interop-2024-video-rvfc,750
interop-2024-websockets,214
