category,score
interop-2023-events,961
interop-2024-layout,747
interop-2025-anchor-positioning,771
interop-2025-backdrop-filter,306
interop-2025-core-web-vitals,940
interop-2025-details,868
interop-2025-modules,795
interop-2025-navigation,942
interop-2025-remove-mutation-events,0
interop-2025-scope,937
interop-2025-scrollend,1000
interop-2025-storageaccess,628
interop-2025-textdecoration,911
interop-2025-urlpattern,750
interop-2025-view-transitions,199
interop-2025-webassembly,400
interop-2025-webcompat,878
interop-2025-webrtc,661
interop-2025-writingmodes,375
