category,score
interop-2021-transforms,971
interop-2022-scrolling,948
interop-2022-subgrid,120
interop-2023-color,490
interop-2023-contain,952
interop-2023-container,932
interop-2023-cssborderimage,828
interop-2023-cssmasking,667
interop-2023-events,582
interop-2023-flexbox,994
interop-2023-fonts,980
interop-2023-forms,854
interop-2023-grid,993
interop-2023-has,845
interop-2023-inert,1000
interop-2023-mathfunctions,615
interop-2023-mediaqueries,845
interop-2023-modules,993
interop-2023-motion,443
interop-2023-offscreencanvas,932
interop-2023-property,891
interop-2023-pseudos,84
interop-2023-url,808
interop-2023-webcodecs,818
interop-2023-webcompat,385
interop-2023-webcomponents,921
