category,score
interop-2023-events,825
interop-2023-property,986
interop-2023-url,868
interop-2024-accessibility,912
interop-2024-dir,930
interop-2024-dsd,999
interop-2024-font-size-adjust,652
interop-2024-indexeddb,982
interop-2024-layout,742
interop-2024-nesting,724
interop-2024-popover,852
interop-2024-relative-color,197
interop-2024-scrollbar,404
interop-2024-starting-style-transition-behavior,637
interop-2024-text-wrap,531
interop-2024-video-rvfc,750
interop-2024-websockets,214
