category,score
interop-2023-events,682
interop-2023-property,930
interop-2023-url,895
interop-2024-accessibility,825
interop-2024-dir,822
interop-2024-dsd,934
interop-2024-font-size-adjust,1000
interop-2024-indexeddb,957
interop-2024-layout,936
interop-2024-nesting,959
interop-2024-popover,948
interop-2024-relative-color,50
interop-2024-scrollbar,546
interop-2024-starting-style-transition-behavior,7
interop-2024-text-wrap,1000
interop-2024-video-rvfc,83
interop-2024-websockets,1000
