category,score
interop-2023-events,926
interop-2023-property,76
interop-2023-url,895
interop-2024-accessibility,902
interop-2024-dir,864
interop-2024-dsd,986
interop-2024-font-size-adjust,997
interop-2024-indexeddb,960
interop-2024-layout,939
interop-2024-nesting,958
interop-2024-popover,994
interop-2024-relative-color,50
interop-2024-scrollbar,1000
interop-2024-starting-style-transition-behavior,173
interop-2024-text-wrap,1000
interop-2024-video-rvfc,83
interop-2024-websockets,1000
