category,score
interop-2021-transforms,954
interop-2022-scrolling,918
interop-2022-subgrid,635
interop-2023-color,505
interop-2023-contain,808
interop-2023-container,884
interop-2023-cssborderimage,907
interop-2023-cssmasking,901
interop-2023-events,863
interop-2023-flexbox,963
interop-2023-fonts,981
interop-2023-forms,941
interop-2023-grid,881
interop-2023-has,239
interop-2023-inert,973
interop-2023-mathfunctions,825
interop-2023-mediaqueries,876
interop-2023-modules,684
interop-2023-motion,711
interop-2023-offscreencanvas,853
interop-2023-property,40
interop-2023-pseudos,282
interop-2023-url,777
interop-2023-webcodecs,14
interop-2023-webcompat,520
interop-2023-webcomponents,938
